"CloudWare","","1.0","0.0","10.0","-1.0","-1.0","http://dbpedia.org/page/Microsoft_Windows","bgn","","IT Service (from 110 to 270 BGN)<br />IPv4 addresses (3 BGN each)<br />Choose between HDD & SDD<br />One year subscription (-10%)<br />Two years subscription (-20%)","62.38"
"CloudWare","","2.0","2.0","10.0","-1.0","-1.0","http://dbpedia.org/page/Microsoft_Windows","bgn","","IT Service (from 110 to 270 BGN)<br />IPv4 addresses (3 BGN each)<br />Choose between HDD & SDD<br />One year subscription (-10%)<br />Two years subscription (-20%)","90.41"
"CloudWare","","3.0","3.0","10.0","-1.0","-1.0","http://dbpedia.org/page/Microsoft_Windows","bgn","","IT Service (from 110 to 270 BGN)<br />IPv4 addresses (3 BGN each)<br />Choose between HDD & SDD<br />One year subscription (-10%)<br />Two years subscription (-20%)","118.44"
"CloudWare","","4.0","5.0","10.0","-1.0","-1.0","http://dbpedia.org/page/Microsoft_Windows","bgn","","IT Service (from 110 to 270 BGN)<br />IPv4 addresses (3 BGN each)<br />Choose between HDD & SDD<br />One year subscription (-10%)<br />Two years subscription (-20%)","146.47"
"CloudWare","","5.0","6.0","10.0","-1.0","-1.0","http://dbpedia.org/page/Microsoft_Windows","bgn","","IT Service (from 110 to 270 BGN)<br />IPv4 addresses (3 BGN each)<br />Choose between HDD & SDD<br />One year subscription (-10%)<br />Two years subscription (-20%)","174.5"
"CloudWare","","6.0","8.0","10.0","-1.0","-1.0","http://dbpedia.org/page/Microsoft_Windows","bgn","","IT Service (from 110 to 270 BGN)<br />IPv4 addresses (3 BGN each)<br />Choose between HDD & SDD<br />One year subscription (-10%)<br />Two years subscription (-20%)","202.54"
"CloudWare","","7.0","9.0","10.0","-1.0","-1.0","http://dbpedia.org/page/Microsoft_Windows","bgn","","IT Service (from 110 to 270 BGN)<br />IPv4 addresses (3 BGN each)<br />Choose between HDD & SDD<br />One year subscription (-10%)<br />Two years subscription (-20%)","230.57"
"CloudWare","","8.0","11.0","10.0","-1.0","-1.0","http://dbpedia.org/page/Microsoft_Windows","bgn","","IT Service (from 110 to 270 BGN)<br />IPv4 addresses (3 BGN each)<br />Choose between HDD & SDD<br />One year subscription (-10%)<br />Two years subscription (-20%)","252.46"
"CloudWare","","9.0","12.0","10.0","-1.0","-1.0","http://dbpedia.org/page/Microsoft_Windows","bgn","","IT Service (from 110 to 270 BGN)<br />IPv4 addresses (3 BGN each)<br />Choose between HDD & SDD<br />One year subscription (-10%)<br />Two years subscription (-20%)","286.63"
"CloudWare","","10.0","14.0","10.0","-1.0","-1.0","http://dbpedia.org/page/Microsoft_Windows","bgn","","IT Service (from 110 to 270 BGN)<br />IPv4 addresses (3 BGN each)<br />Choose between HDD & SDD<br />One year subscription (-10%)<br />Two years subscription (-20%)","314.66"
"CloudWare","","11.0","15.0","10.0","-1.0","-1.0","http://dbpedia.org/page/Microsoft_Windows","bgn","","IT Service (from 110 to 270 BGN)<br />IPv4 addresses (3 BGN each)<br />Choose between HDD & SDD<br />One year subscription (-10%)<br />Two years subscription (-20%)","330.41"
