"Amazon","Storage optimized","17.0","117.0","48000.0","-1.0","-1.0","http://dbpedia.org/page/Microsoft_Windows","","","All prices are given for US East","3599.6299999999997"
"Amazon","General purpose","1.0","3.75","410.0","-1.0","-1.0","http://dbpedia.org/page/Linux","","","All prices are given for US East","113.88"
"Amazon","Memory optimized","8.0","68.4","1680.0","-1.0","-1.0","http://dbpedia.org/page/Microsoft_Windows","","","All prices are given for US East","786.94"
"Amazon","Memory optimized","8.0","68.4","1680.0","-1.0","-1.0","http://dbpedia.org/page/Microsoft_Windows","","","All prices are given for US East","2172.48"
"Amazon","Storage optimized","32.0","244.0","-1.0","6400.0","-1.0","http://dbpedia.org/page/Microsoft_Windows","","","All prices are given for US East","7180.28"
"Amazon","GPU instance","32.0","60.0","-1.0","240.0","-1.0","http://dbpedia.org/page/Linux","","","All prices are given for US East","1898.0000000000002"
"Amazon","Memory optimized","8.0","61.0","-1.0","160.0","-1.0","http://dbpedia.org/page/Microsoft_Windows","","","All prices are given for US East","2000.2"
"Amazon","Storage optimized","4.0","30.5","-1.0","800.0","-1.0","http://dbpedia.org/page/Microsoft_Windows","","","All prices are given for US East","710.29"
"Amazon","Memory optimized","8.0","61.0","-1.0","160.0","-1.0","http://dbpedia.org/page/Linux","","","All prices are given for US East","629.26"
"Amazon","Memory optimized","32.0","244.0","-1.0","240.0","-1.0","http://dbpedia.org/page/Linux","","","All prices are given for US East","2555.0"
"Amazon","General purpose","1.0","1.7","160.0","-1.0","-1.0","http://dbpedia.org/page/Microsoft_Windows","","","All prices are given for US East","459.17"
"Amazon","Memory optimized","32.0","244.0","-1.0","640.0","-1.0","http://dbpedia.org/page/Linux","","","All prices are given for US East","2014.8"
"Amazon","Memory optimized","128.0","1.952","3.84","-1.0","-1.0","http://dbpedia.org/page/Linux","","","All prices are given for US East","9809.74"
"Amazon","General purpose","2.0","4.0","-1.0","-1.0","-1.0","http://dbpedia.org/page/Microsoft_Windows","","","All prices are given for US East<br/><br/>Scalable <b>EBS</b> disk","37.96"
"Amazon","Storage optimized","17.0","117.0","48000.0","-1.0","-1.0","http://dbpedia.org/page/Microsoft_Windows","","","All prices are given for US East","6095.499999999999"
"Amazon","Storage optimized","36.0","244.0","48000.0","-1.0","-1.0","http://dbpedia.org/page/Microsoft_Windows","","","All prices are given for US East","4029.6"
"Amazon","Memory optimized","4.0","34.2","850.0","-1.0","-1.0","http://dbpedia.org/page/Linux","","","All prices are given for US East","357.7"
"Amazon","Micro instances","1.0","0.613","-1.0","-1.0","-1.0","http://dbpedia.org/page/Linux","","","All prices are given for US East<br/><br/>Scalable <b>EBS</b> disk","21.900000000000002"
"Amazon","Memory optimized","16.0","122.0","-1.0","320.0","-1.0","http://dbpedia.org/page/Microsoft_Windows","","","All prices are given for US East","7865.0199999999995"
"Amazon","Storage optimized","17.0","117.0","48000.0","-1.0","-1.0","http://dbpedia.org/page/Microsoft_Windows","","","All prices are given for US East","3358.0"
"Amazon","Compute optimized","8.0","15.0","-1.0","160.0","-1.0","http://dbpedia.org/page/Linux","","","All prices are given for US East","379.59999999999997"
"Amazon","Memory optimized","16.0","122.0","-1.0","320.0","-1.0","http://dbpedia.org/page/Microsoft_Windows","","","All prices are given for US East","1560.7399999999998"
"Amazon","Memory optimized","128.0","1.952","3.84","-1.0","-1.0","http://dbpedia.org/page/Linux","","","All prices are given for US East","9736.74"
"Amazon","General purpose","4.0","15.0","1680.0","-1.0","-1.0","http://dbpedia.org/page/Linux","","","All prices are given for US East","354.05"
"Amazon","General purpose","1.0","1.0","-1.0","-1.0","-1.0","http://dbpedia.org/page/Microsoft_Windows","","","All prices are given for US East<br/><br/>Scalable <b>EBS</b> disk","49.64000000000001"
"Amazon","Memory optimized","2.0","15.25","-1.0","32.0","-1.0","http://dbpedia.org/page/Microsoft_Windows","","","All prices are given for US East","690.58"
"Amazon","Compute optimized","8.0","15.0","-1.0","160.0","-1.0","http://dbpedia.org/page/Linux","","","All prices are given for US East","401.5"
"Amazon","Storage optimized","16.0","60.5","-1.0","2048.0","-1.0","http://dbpedia.org/page/Linux","","","All prices are given for US East","2357.9"
"Amazon","General purpose","2.0","8.0","-1.0","-1.0","-1.0","http://dbpedia.org/page/Microsoft_Windows","","","All prices are given for US East<br/><br/>Scalable <b>EBS</b> disk","96.36000000000001"
"Amazon","Storage optimized","8.0","61.0","-1.0","1600.0","-1.0","http://dbpedia.org/page/Microsoft_Windows","","","All prices are given for US East","1795.07"
"Amazon","Storage optimized","36.0","244.0","48000.0","-1.0","-1.0","http://dbpedia.org/page/Linux","","","All prices are given for US East","4102.599999999999"
